Store,Address,phone,website
"Louisiana Lift dba Allift","1111 North Beltline Hwy., Mobile AL 36618","251-479-2909",http://www.alliftequipment.com/
"Hugg & Hall Equipment","7201 Scott Hamilton Dr., Little Rock AR 72209","501-562-1262 / 888-340-6808",http://www.hugghall.com/
"Associated Supply Company, Inc.","1875 N. Earl Rudder Fwy Bryan, TX 77803","(979) 779-8942",http://www.ascoeq.com/
"Ryder Material Handling","125 Rue Fortin, Quebec City, QC G1M 3M2","418-767-2277 / 877-877-8423",http://www.rydermaterialhandling.com/
"W.D. Matthews Machinery","901 Center Street Auburn ME 04210","207-784-9311",https://www.wdmatthews.com/
"MacFarlands Limited","34 Cutler Avenue, Dartmouth NS B38 1P2","902-468-2999",http://www.macfarlands.com/
"SecurLift (Reparacion)","1005 Industrial Boulevard Farnham QC J2N 2X3","450-337-1463",https://securlift.ca/en/
"Ryder Material Handling","3430 Griffith Street Montreal QC H4T1A7","514-342-3471 / 877-877-8423",http://www.rydermaterialhandling.com/
"Ryder Material Handling","125 Rue Fortin, Quebec City, QC G1M 3M2","418-767-2277 / 877-877-8423",http://www.rydermaterialhandling.com/
"W.D. Matthews Machinery","901 Center Street Auburn ME 04210","207-784-9311",https://www.wdmatthews.com/
"MacFarlands Limited","34 Cutler Avenue, Dartmouth NS B38 1P2","902-468-2999",http://www.macfarlands.com/
"SecurLift (Reparacion)","1005 Industrial Boulevard Farnham QC J2N 2X3","450-337-1463",https://securlift.ca/en/
"Ryder Material Handling","3430 Griffith Street Montreal QC H4T1A7","514-342-3471 / 877-877-8423",http://www.rydermaterialhandling.com/
"Alliance Material Handling, Inc.","8320 Sherwick Court, Jessup MD 20794","301-497-2600 / 866-264-5438",http://www.alliancemat.com/
"Alliance Material Handling","509 Hatchery Road, Dover DE 19901","866-264-5438",https://www.alliancemat.com/
"Best Line Equipment","5120 East Trindle Road, Mechanicsburg PA 17050","800-577-7115",http://www.bestline.com/
"Alliance Material Handling, Inc.","161 Industrial Drive, Winchester VA 22602","866 264 5438 / 540-868-4180",http://www.alliancemat.com/
"Toyotalift NE","1000 Taylors Lane, Unit 6 NJ 08077","856-303-0235",http://www.toyotaliftne.com/
"Alliance Material Handling, Inc.","5006 Byrd Industrial Drive, Richmond VA 23231","866 264 5438 / 804-222-7550",http://www.alliancemat.com/
"Delaware Valley Lift Trucks Inc.","1311 Ford Road, Bensalem PA 19020","215-447-0000 / 888-706-5070",http://www.dvlift.com/
"Southeast Industrial Equipment","5130 Commerce Road Richmond VA 23234","804‐714‐0799 / 866-696-9125",https://sielift.com/
"Best Line Equipment","1315 Hausman Road, Allentown PA 18104","484-223-3814 / 866-573-5559",http://www.bestline.com/
"Jefferds Corporation (Homestead)","961 Laurel Hill Rd., Verona 24482","540-248-3600",http://www.jefferds.com/
"Best Line Equipment","140 Hawbaker Industrial Drive, State College PA 16803","814-237-9050 / 800-792-0635",http://www.bestline.com/
"Southeast Industrial Equipment","3534 Business Center Drive, Chesapeake VA 23323","757‐512‐1024 / 866-696-9125",https://sielift.com/
"A. J. Jersey Inc.","125 St Nicolas Ave, South Plainfield NJ 07080","908-754-7333",http://www.ajjersey.net/
"Liftec, Inc.","124 Sylvania Place, Plainfield NJ 07080","908-769-0034",http://www.liftec.com/
"Alliance Material Handling, Inc","921B Corporate Lane Chesapeake VA 23320","866 264 5438",http://www.alliancemat.com/
"W.D. Matthews Machinery","W.D. Matthews Machinery 297 Hartford Turnpike Shrewsbury MA 1545","508-798-3411",https://www.wdmatthews.com/
"Lift Truck Parts & Service II","140 Manley Street Brockton, MA 02301","(508) 313-5600",https://www.facebook.com/lifttruckmass/
"W.D. Matthews Machinery","309 Sheep Davis Road Concord NH 03301","603-225-1171",https://www.wdmatthews.com/
"Lift Truck Parts & Service","20 Parkside Drive, West Springfield MA 01089","866-436-7967",http://lifttruckmass.com/
"Summit Handling Systems","39 Murphy Road North Franklin, CT 06254","860-642-4377",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Summit Handling Systems","11 Defco Park Road North Haven, CT 06473","203-239-5351",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"W.D. Matthews Machinery","901 Center Street Auburn ME 04210","207-784-9311",https://www.wdmatthews.com/
"Summit Handling Systems","63 Mall Drive Commack, NY 11725","631-236-4466",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Summit Handling Systems","2500 NY 208 Walden, NY 12586","845-764-8466",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Forklifts Group Of New York","21 Dixon Ave, Copiague NY 11726","631-810-3600",http://www.forkliftsgroup.com/
"Liftec, Inc.","124 Sylvania Place, Plainfield NJ 07080","908-769-0034",http://www.liftec.com/
"A. J. Jersey Inc.","125 St Nicolas Ave, South Plainfield NJ 07080","908-754-7333",http://www.ajjersey.net/
"SecurLift (Reparacion)","1005 Industrial Boulevard Farnham QC J2N 2X3","450-337-1463",https://securlift.ca/en/
"Mullen Industrial Handling Corporation","6245 Fly Road, Handling East Syracuse NY 13057","315-437-3386 / N/A",http://www.mullenindustrial.com/
"Ryder Material Handling","3430 Griffith Street Montreal QC H4T1A7","514-342-3471 / 877-877-8423",http://www.rydermaterialhandling.com/
"Morrison Industrial Equipment, Co","2749 Aero Park Drive, Traverse City MI 49684","231-947-0780 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","1329 Callaghan Street, Greenville MI 48838","616-754-9153 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","841 East Barney, Muskegon MI 49444","231-733-1245 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","1825 Monroe NW, Grand Rapids MI 49505","616-447-3800 / 800-968-5004",http://www.morrison-ind.com/
"Wisconsin Lift Truck Corporation","1944 S. 23RD STREET, Manitiwoc, WI 54220","920-682-6159",""
"Morrison Industrial Equipment, Co","808 N Outer Dr Saginaw, MI 48601","989-751-8656",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","3303 Windquest Drive, Holland MI 49424","616-786-9800 / 800-968-5004",http://www.morrison-ind.com/
"Wisconsin Lift Truck Corporation","1776 West Matthew Drive, DePere WI 54115","920-336-0497",http://www.wisconsinlift.com/
"Morrison Industrial Equipment, Co","575 Jewett Road, Mason MI 48854","517-676-9000 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","381 Helmer Rd N Battle Creek MI 49037","269-266-8346",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","3510 Miller Road, Kalamazoo MI 49001","269-381-7490 / 800-968-5004",http://www.morrison-ind.com/
"Wisconsin Lift Truck Corporation","NORTH 6993 ROLLING MEADOWS DR., Fon du Lac, 54937","800-634-9010",""
"Morrison Industrial Equipment, Co","1183 South Old US Highway 23 Brighton, Mi 48114","810-227-6311",http://www.morrison-ind.com/
"Wisconsin Lift Truck Corporation","3125 Intertech Drive, Brookfield WI 53045","262-781-8010",http://www.wisconsinlift.com/
"Morrison Industrial Equipment, Co","2988 Paul Drive, Elkhart IN 46514","574-264-3699 / 800-968-5004",http://www.morrison-ind.com/
"Forklifts of North Dakota (F/MN)","1808 E. Main Avenue West Fargo ND 58078","701-282-2334 / 800-342-4964",http://www.forkliftsofmn.com/?division=nd
"Forklifts of Minnesota (F/MN)","2201 West 94th Street Bloomington MN 55431","952-887-5400 / 800-752-4300",http://www.forkliftsofmn.com/
"C & B Operations LLC (Roscoe)","602 W MERRILL AVE ROSCOE SD 57471","605-287-4281 / 800-592-1822",https://deerequipment.com/
"Ross Equipment Ltd.","1330 Mountain Avenue Winnipeg MB R2X3A3","204-633-8065 / N/A",http://www.rossequipment.com/
"C & B Operations LLC (Miller)","1810 N BROADWAY AVE MILLER SD 57362","605-853-2482 / 800-658-3658",https://deerequipment.com/
"C & B Operations LLC (Mitchell)","2600 WEST HAVENS MITCHELL SD 57301","605-996-6633 / 800-952-2362",https://deerequipment.com/
"C & B Operations LLC (Freeman)","615 N HWY 81 FREEMAN SD 57029","605-925-4241 / 800-251-6912",https://deerequipment.com/
"C & B Operations LLC (Selby)","2408 MAIN ST SELBY SD 57472","605-649-7665 / 800-658-3634",https://deerequipment.com/
"ITEC 2000 Equipment","ITEC 2000 Equipment 26 Gardner Rd. Rosslyn ON P7K 0P1","833-483-2200",https://www.itec2000.com/
"C & B Operations LLC (Parkston)","1109 S HWY 37 PARKSTON SD 57366","605-928-3325",https://deerequipment.com/
"C & B Operations LLC (Corsica)","525 S HWY 281 CORSICA SD 57328","605-946-5444 / 800-952-2315",https://deerequipment.com/
"C & B Operations LLC (Gettysburg)","30965 US HWY 212 GETTYSBURG SD 57442","605-765-2434 / 800-333-3658",https://deerequipment.com/
"C & B Operations LLC (Yankton - HQ)","2200 E HWY 50 YANKTON SD 57078","605-665-3762 / 800-952-2424",https://deerequipment.com/
"Burke Handling Systems","431 Hwy 49 South, Jackson MS 39218","601-939-6600 / 800-222-5400",http://www.burkehandling.com/
"Burke Handling Systems","7418 Rt 49 North, Hattisburg MS 39402","601-261-3300 / N/A",http://www.burkehandling.com/
"Burke Handling Systems","4286 Highway 69 South, Columbus MS 39704","662-327-6000 / 800-870-6005",http://www.burkehandling.com/
"Burke Handling Systems","3924 Highway 82 West, Leland MS 38756","662-378-9700 / 800-551-4501",http://www.burkehandling.com/
"Louisiana Lift dba Allift","1111 North Beltline Hwy., Mobile AL 36618","251-479-2909",http://www.alliftequipment.com/
"Delta Materials Handling, Inc.","1984 McCullough Blvd Tupelo, MS 38801","662-844-5766",http://www.deltamat.com/Tupelo
"Louisiana Lift, Inc.","15151 Airline Highway Baton Rouge LA 70879","225-753-5700",http://www.lalift.com/
"Louisiana Lift, Inc.","10299 Airline Hwy. St. Rose LA 70087","504-888-4870",http://www.lalift.com/
"KOAM Maintenance, LLC","4520 Selma Hwy Montgomery, AL 36108","334-744-3660",http://www.koammaint.com/
"BTL America LLC","2776 Gunter Park Drive, Unit E Montgomery, AL 36109","706-298-6492 / 334-707-5329",""
"Union City Forklift, Inc.","4056 Homewood Road, Memphis TN 38118","901-377-3330 / N/A",http://www.liftprousa.com/
"Lift Service Inc.","Lift Service Inc. 1110 Hwy. 20 Tuscumbia AL 35674","256-381-0021",https://liftserviceinc.com/
"Louisiana Lift, Inc.","200 Windermere Blvd Alexandria LA 71303","318-448-3877",http://www.lalift.com/
"Hugg & Hall Equipment","1943 South West Avenue, El Dorado AR 71730","870-862-1262 / 888-340-6808",http://www.hugghall.com/
"Hugg & Hall Equipment","7201 Scott Hamilton Dr., Little Rock AR 72209","501-562-1262 / 888-340-6808",http://www.hugghall.com/
"JJ Connell Co.","JJ CONNELL CO. 5930 North Hanley St. Louis MO 63134","314-522-6099",http://www.jjconnellco.com/
"JJ Connell Co.","5930 North Hanley, Springfield MO 63134","314-522-6099 / 888-522-6099",http://www.jjconnellco.com/
"JJ Connell Co.","3015 N. Lester Jones Ave. Springfield, MO 65803","888-522-6099",http://www.jjconnellco.com/
"A D Lift Truck","5434 Natural Bridge Ave St. Louis, MO 63120","314.389.1700",http://adlifttruck.com/
"Hugg & Hall Equipment","2828 Quality Way, Jonesboro AR 72401","870-931-1262 / 888-340-6808",http://www.hugghall.com/
"Lift Truck Sales & Service Inc. (Clarklift of Kansas City)","2720 Nicholson Road, Kansas Ctiy MO 64120","816-241-6360",http://www.lifttrucksalesinc.com/
"JJ Connell Co.","JJ CONNELL CO. 1225 Ozark St. North Kansas City MO 64116","816-241-6700",http://www.jjconnellco.com/
"Hugg & Hall Equipment","331 Agnes Drive, Springdale AR 76762","479-361-1262 / 888-340-6808",http://www.hugghall.com/
"Union City Forklift, Inc.","2311 North 5th Street, Forklift Ctiy TN 38261","731-885-6900 / N/A",http://www.liftprousa.com/
"Union City Forklift, Inc.","4056 Homewood Road, Memphis TN 38118","901-377-3330 / N/A",http://www.liftprousa.com/
"Hugg & Hall Equipment","7201 Scott Hamilton Dr., Little Rock AR 72209","501-562-1262 / 888-340-6808",http://www.hugghall.com/
"Hugg & Hall Equipment","7101 South Zero Street, Ft. Smith AR 72903","479-648-3322 / 888-340-6808",http://www.hugghall.com/
"Big River Equipment Co., Inc.","5875 State Street, Bettendorf IA 52722","563-359-9600 / 800-747-7771",http://www.bigriverequipment.com/
"Hugg & Hall Equipment","5109 West 21st Street, Tulsa OK 74107","918-438-7200 / 888-340-6808",http://www.hugghall.com/
"Big River Equipment Co., Inc.","1520 Stamy Road, Hiawatha IA 52233","319-395-9003 / 800-747-7771",http://www.bigriverequipment.com/
"Anderson Forklift, Inc.","475 Moore Lane, Billings, MT 59101","406- 248-6866",https://andersonforkliftinc.com/
"C & B Operations LLC (Signature Fuel)","5115 MIDLAND RD. BILLINGS MT 59301","406-255-0858",https://deerequipment.com/
"C & B Operations LLC (Billings)","5121 MIDLAND RD BILLINGS MT 59101","406-248-7787 / 800-823-9242",https://deerequipment.com/
"C & B Operations LLC (Powell)","1025 W COULTER POWELL WY 82435","307-754-5123 / 800-343-5702",https://deerequipment.com/
"Norlift of Spokane - Missoula","Norlift of Missoula Unit 13, Railroad St. W, Missoula MT 59808","888-258-5813",https://www.norlift.com/
"C & B Operations LLC (Glasgow)","54272 HWY 2 EAST GLASGOW MT 59230","406-228-2496 / 800-428-2496",https://deerequipment.com/
"Cervus Equipment","774 - 15 St. SW Medicine Hat, AB T1A 4W6","403-527-5563",http://www.cervusequipment.com/
"C & B Operations LLC (Miles City)","2514 HAYNES AVE S MILES CITY MT 59301","406-232-3211 / 800-828-2378",https://deerequipment.com/
"C & B Operations LLC (Sheridan)","2491 HEARTLAND DR SHERIDAN WY 82801","307-673-4624 / 888-509-4624",https://deerequipment.com/
"C & B Operations LLC (Rexburg)","1247 S 12TH W REXBURG ID 83440","208-356-5414 / 888-210-7993",https://deerequipment.com/
"Cervus Equipment","935A 36 Street North, Lethbridge AB T1H 6L5","403-327-4611 / N/A",http://www.cervusequipment.com/
"C & B Operations LLC (Circle)","705 B AVENUE CIRCLE MT 59215","406-485-2145",https://deerequipment.com/
"C & B Operations LLC (Idaho Falls)","2105 E INDUSTRIAL BLVD IDAHO FALLS ID 84301","208-522-6372 / 888-210-7235",https://deerequipment.com/
"Pro Rentals & Sales","402 E Anderson St Idaho Falls, ID 83401","208-529-5570",https://www.prorentalsandsales.com/
"C & B Operations LLC (Glendive)","1711 WEST TOWNE GLENDIVE MT 59330","406-377-2533",https://deerequipment.com/
"C & B Operations LLC (Wagner)","39660 SD HWY 46 WAGNER SD 57380","605-384-4580 / 888-384-4580",https://deerequipment.com/
"C & B Operations LLC (Platte)","11 E 6th ST PLATTE SD 57469","605-337-2661",https://deerequipment.com/
"C & B Operations LLC (Corsica)","525 S HWY 281 CORSICA SD 57328","605-946-5444 / 800-952-2315",https://deerequipment.com/
"C & B Operations LLC (Chamberlain)","1300 EAST KING AVE CHAMBERLAIN SD 57325","605-234-5538",https://deerequipment.com/
"C & B Operations LLC (Yankton - HQ)","2200 E HWY 50 YANKTON SD 57078","605-665-3762 / 800-952-2424",https://deerequipment.com/
"C & B Operations LLC (Parkston)","1109 S HWY 37 PARKSTON SD 57366","605-928-3325",https://deerequipment.com/
"C & B Operations LLC (Mitchell)","2600 WEST HAVENS MITCHELL SD 57301","605-996-6633 / 800-952-2362",https://deerequipment.com/
"C & B Operations LLC (Freeman)","615 N HWY 81 FREEMAN SD 57029","605-925-4241 / 800-251-6912",https://deerequipment.com/
"Van Wall Lift Truck","13747 Industrial Road, Omaha NE 68137","866-891-1024",http://www.vanwalllift.com/
"C & B Operations LLC (Miller)","1810 N BROADWAY AVE MILLER SD 57362","605-853-2482 / 800-658-3658",https://deerequipment.com/
"C & B Operations LLC (Gettysburg)","30965 US HWY 212 GETTYSBURG SD 57442","605-765-2434 / 800-333-3658",https://deerequipment.com/
"C & B Operations LLC (Roscoe)","602 W MERRILL AVE ROSCOE SD 57471","605-287-4281 / 800-592-1822",https://deerequipment.com/
"C & B Operations LLC (Selby)","2408 MAIN ST SELBY SD 57472","605-649-7665 / 800-658-3634",https://deerequipment.com/
"FMH Material Handling Solutions, Inc.","4105 Globeville Road, Denver CO 80216","303-292-5438 / 800-451-6749",http://www.fmhsolutions.com/
"Lift Truck Center, Inc.","4000 W. 33rd Circle South, Wichita KS 67217","316-942-7465",http://www.ltcenter.com/
"JJ Connell Co.","3015 N. Lester Jones Ave. Springfield, MO 65803","888-522-6099",http://www.jjconnellco.com/
"Lift Truck Sales & Service Inc. (Clarklift of Kansas City)","2720 Nicholson Road, Kansas Ctiy MO 64120","816-241-6360",http://www.lifttrucksalesinc.com/
"JJ Connell Co.","JJ CONNELL CO. 1225 Ozark St. North Kansas City MO 64116","816-241-6700",http://www.jjconnellco.com/
"Hugg & Hall Equipment","331 Agnes Drive, Springdale AR 76762","479-361-1262 / 888-340-6808",http://www.hugghall.com/
"Hugg & Hall Equipment","5109 West 21st Street, Tulsa OK 74107","918-438-7200 / 888-340-6808",http://www.hugghall.com/
"Lift Truck Center, Inc.","4000 W. 33rd Circle South, Wichita KS 67217","316-942-7465",http://www.ltcenter.com/
"Hugg & Hall Equipment","7101 South Zero Street, Ft. Smith AR 72903","479-648-3322 / 888-340-6808",http://www.hugghall.com/
"JJ Connell Co.","JJ CONNELL CO. 5930 North Hanley St. Louis MO 63134","314-522-6099",http://www.jjconnellco.com/
"JJ Connell Co.","5930 North Hanley, Springfield MO 63134","314-522-6099 / 888-522-6099",http://www.jjconnellco.com/
"A D Lift Truck","5434 Natural Bridge Ave St. Louis, MO 63120","314.389.1700",http://adlifttruck.com/
"Hugg & Hall Equipment","4700 North Bryant Ave, Oklahoma City OK 73121","405-670-4343 / 800-593-2830",http://www.hugghall.com/
"Hugg & Hall Equipment","7201 Scott Hamilton Dr., Little Rock AR 72209","501-562-1262 / 888-340-6808",http://www.hugghall.com/
"Van Wall Lift Truck","13747 Industrial Road, Omaha NE 68137","866-891-1024",http://www.vanwalllift.com/
"Hugg & Hall Equipment","2828 Quality Way, Jonesboro AR 72401","870-931-1262 / 888-340-6808",http://www.hugghall.com/
"Van Wall Lift Truck","1468 West A Ave., Nevada IA 50201","515-382-2222",http://www.vanwalllift.com/
"W.D. Matthews Machinery","309 Sheep Davis Road Concord NH 03301","603-225-1171",https://www.wdmatthews.com/
"W.D. Matthews Machinery","W.D. Matthews Machinery 297 Hartford Turnpike Shrewsbury MA 1545","508-798-3411",https://www.wdmatthews.com/
"Lift Truck Parts & Service II","140 Manley Street Brockton, MA 02301","(508) 313-5600",https://www.facebook.com/lifttruckmass/
"Lift Truck Parts & Service","20 Parkside Drive, West Springfield MA 01089","866-436-7967",http://lifttruckmass.com/
"W.D. Matthews Machinery","901 Center Street Auburn ME 04210","207-784-9311",https://www.wdmatthews.com/
"Summit Handling Systems","39 Murphy Road North Franklin, CT 06254","860-642-4377",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Summit Handling Systems","11 Defco Park Road North Haven, CT 06473","203-239-5351",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"SecurLift (Reparacion)","1005 Industrial Boulevard Farnham QC J2N 2X3","450-337-1463",https://securlift.ca/en/
"Summit Handling Systems","2500 NY 208 Walden, NY 12586","845-764-8466",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Summit Handling Systems","63 Mall Drive Commack, NY 11725","631-236-4466",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Ryder Material Handling","3430 Griffith Street Montreal QC H4T1A7","514-342-3471 / 877-877-8423",http://www.rydermaterialhandling.com/
"Forklifts Group Of New York","21 Dixon Ave, Copiague NY 11726","631-810-3600",http://www.forkliftsgroup.com/
"Mullen Industrial Handling Corporation","6245 Fly Road, Handling East Syracuse NY 13057","315-437-3386 / N/A",http://www.mullenindustrial.com/
"Hansler Industries, Ltd.","580 King Street West Brockville, ON K6V 5T3","613-342-4450",http://www.hansler.ca/
"Ryder Material Handling","North Gate Plaza, Highway 29 Brockville ON K6V6E6","613-342-9268",http://www.rydermaterialhandling.com/
"Delaware Valley Lift Trucks Inc.","1311 Ford Road, Bensalem PA 19020","215-447-0000 / 888-706-5070",http://www.dvlift.com/
"Toyotalift NE","1000 Taylors Lane, Unit 6 NJ 08077","856-303-0235",http://www.toyotaliftne.com/
"A. J. Jersey Inc.","125 St Nicolas Ave, South Plainfield NJ 07080","908-754-7333",http://www.ajjersey.net/
"Liftec, Inc.","124 Sylvania Place, Plainfield NJ 07080","908-769-0034",http://www.liftec.com/
"Forklifts Group Of New York","21 Dixon Ave, Copiague NY 11726","631-810-3600",http://www.forkliftsgroup.com/
"Best Line Equipment","1315 Hausman Road, Allentown PA 18104","484-223-3814 / 866-573-5559",http://www.bestline.com/
"Summit Handling Systems","63 Mall Drive Commack, NY 11725","631-236-4466",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Alliance Material Handling","509 Hatchery Road, Dover DE 19901","866-264-5438",https://www.alliancemat.com/
"Summit Handling Systems","2500 NY 208 Walden, NY 12586","845-764-8466",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Summit Handling Systems","11 Defco Park Road North Haven, CT 06473","203-239-5351",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Best Line Equipment","5120 East Trindle Road, Mechanicsburg PA 17050","800-577-7115",http://www.bestline.com/
"Alliance Material Handling, Inc.","8320 Sherwick Court, Jessup MD 20794","301-497-2600 / 866-264-5438",http://www.alliancemat.com/
"Summit Handling Systems","39 Murphy Road North Franklin, CT 06254","860-642-4377",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Lift Truck Parts & Service","20 Parkside Drive, West Springfield MA 01089","866-436-7967",http://lifttruckmass.com/
"Best Line Equipment","140 Hawbaker Industrial Drive, State College PA 16803","814-237-9050 / 800-792-0635",http://www.bestline.com/
"FMH Material Handling Solutions, Inc.","2108 Candelaria, NE Albuquerque 87107","505-884-2700 / 800-325-7669",http://www.fmhsolutions.com/
"Associated Supply Company, Inc.","108 South Maple St Clovis NM 88101","575-742-2726",http://www.ascoeq.com/
"FMH Material Handling Solutions, Inc.","1054 Hawkins Blvd El Paso 79915","915-778-8368 / 800-592-1035",http://www.fmhsolutions.com/
"Associated Supply Company, Inc.","7576 I-40 East, Amarillo TX 79118","806-372-8386 / 888-376-1321",http://www.ascoeq.com/
"Associated Supply Company, Inc.","2102 East Slaton Road, Lubbock TX 79404","806-745-2000 / 888-376-1321",http://www.ascoeq.com/
"Associated Supply Company, Inc.","3412 Kermit Highway, Odessa TX 79764","432-337-2823",http://www.ascoeq.com/
"Associated Supply Company, Inc.","1200 Cottonflat Road, Midland TX 79701","432-685-9999 / 888-376-1321",http://www.ascoeq.com/
"Liftec, Inc.","124 Sylvania Place, Plainfield NJ 07080","908-769-0034",http://www.liftec.com/
"A. J. Jersey Inc.","125 St Nicolas Ave, South Plainfield NJ 07080","908-754-7333",http://www.ajjersey.net/
"Forklifts Group Of New York","21 Dixon Ave, Copiague NY 11726","631-810-3600",http://www.forkliftsgroup.com/
"Summit Handling Systems","63 Mall Drive Commack, NY 11725","631-236-4466",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Summit Handling Systems","2500 NY 208 Walden, NY 12586","845-764-8466",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Delaware Valley Lift Trucks Inc.","1311 Ford Road, Bensalem PA 19020","215-447-0000 / 888-706-5070",http://www.dvlift.com/
"Toyotalift NE","1000 Taylors Lane, Unit 6 NJ 08077","856-303-0235",http://www.toyotaliftne.com/
"Summit Handling Systems","11 Defco Park Road North Haven, CT 06473","203-239-5351",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Best Line Equipment","1315 Hausman Road, Allentown PA 18104","484-223-3814 / 866-573-5559",http://www.bestline.com/
"Summit Handling Systems","39 Murphy Road North Franklin, CT 06254","860-642-4377",https://www.summithandling.com/?utm_source=Doosan&utm_medium=Dealer%20Locator&utm_campaign=Dealer%20Locator
"Lift Truck Parts & Service","20 Parkside Drive, West Springfield MA 01089","866-436-7967",http://lifttruckmass.com/
"Alliance Material Handling","509 Hatchery Road, Dover DE 19901","866-264-5438",https://www.alliancemat.com/
"W.D. Matthews Machinery","W.D. Matthews Machinery 297 Hartford Turnpike Shrewsbury MA 1545","508-798-3411",https://www.wdmatthews.com/
"Best Line Equipment","5120 East Trindle Road, Mechanicsburg PA 17050","800-577-7115",http://www.bestline.com/
"Lift Truck Parts & Service II","140 Manley Street Brockton, MA 02301","(508) 313-5600",https://www.facebook.com/lifttruckmass/
"Mobilift of Burlington, Inc.","572 Trollingwood/Hawfields Road, Burlington NC 27302","336-578-1000 / 888-928-2635",http://www.mobiliftnc.com/
"Mobilift of Burlington dba Cape Fear Lift Trucks","1200 South Eastern Blvd., Fayetteville NC 28306","910-486-4200 / 888-928-2635",http://www.mobiliftnc.com/
"Mobilift of Burlington, Inc. High Point","1399 Lorraine Avenue, High Point NC 27263","336-434-4505 / 888-928-2635",http://www.mobiliftnc.com/
"Atlantic Forklift Services, LLC","5509 David Cox Road, Charlotte NC 28269","704-816-8960",https://www.atlanticforkliftservices.com/
"Jefferds Corporation (Homestead)","420 Bradley Drive, Lynchburg VA 24506","434-845-4699",http://www.jefferds.com/
"Jefferds Corporation (Homestead)","3218 Salem Turnpike, NW, Roanoke VA 24017","540-344-0911",http://www.jefferds.com/
"Southeast Industrial Equipment","5130 Commerce Road Richmond VA 23234","804‐714‐0799 / 866-696-9125",https://sielift.com/
"Alliance Material Handling, Inc.","5006 Byrd Industrial Drive, Richmond VA 23231","866 264 5438 / 804-222-7550",http://www.alliancemat.com/
"Jefferds Corporation (Homestead)","Jefferds Corporation (Homestead) 223 Lee Highway Chilhowie VA 24319","276-646-0240 / 888-848-6216",http://www.jefferds.com/
"Southeast Industrial Equipment","3534 Business Center Drive, Chesapeake VA 23323","757‐512‐1024 / 866-696-9125",https://sielift.com/
"Jefferds Corporation (Homestead)","961 Laurel Hill Rd., Verona 24482","540-248-3600",http://www.jefferds.com/
"Atlantic Forklift Service","1009-B Ferguson Street, Columbia SC 29205","803-714-3330 / (803) 677-1216",http://www.atlanticforkliftservices.com/
"Alliance Material Handling, Inc","921B Corporate Lane Chesapeake VA 23320","866 264 5438",http://www.alliancemat.com/
"Atlantic Forklift Service","2355 Highway 101 South, Suite Greer SC 29651","864-479-1555 / (864) 499-8288",http://www.atlanticforkliftservices.com/
"Southeast Industrial Equipment","9861 Highway 78, Ladson SC 29456","843-552-4825 / 866-696-9125",https://sielift.com/
"C & B Operations LLC (Selby)","2408 MAIN ST SELBY SD 57472","605-649-7665 / 800-658-3634",https://deerequipment.com/
"C & B Operations LLC (Roscoe)","602 W MERRILL AVE ROSCOE SD 57471","605-287-4281 / 800-592-1822",https://deerequipment.com/
"C & B Operations LLC (Culbertson)","21 WEST 2nd ST CULBERTSON MT 59218","406-787-6201",https://deerequipment.com/
"C & B Operations LLC (Glendive)","1711 WEST TOWNE GLENDIVE MT 59330","406-377-2533",https://deerequipment.com/
